food_no,food_name,food_dsc,food_star,food_review_count,food_class_no,food_img_url
437,삼계탕,삼계탕 : 닭에 인삼을 넣고 고아서 먹는 보양식,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSACyGQ1OgH0m0l3cCYKkFumWTwX-OzTDg2Ykmc8yJKNifRTUxv_bsZXGrr-2U&s
438,삼선볶음밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4M5hUcsb74Di1xsFaTdz-uf4Q04XFpY9HpLEK51a-tEZEu5PT1v_Pijqxew&s
439,삼선짜장면,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리",0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSY6OY1FRo09qiZJFmUhtJVgMu4Ruu4zJyhkScEtkHaAkbEOh4zDZNU-mmZnc&s
440,삼선짬뽕,NULL,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdboHcrtjgBQEOPvg3o8056hSh64sLUcc8MXvvHn9-LNRpdjEzm_8BEhQGwas&s
441,삼치구이,삼치구이 : 손질한 삼치를 팬이나 석쇠에 구워 먹는 요리,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBU9bZOCyxZXJViqIJPet4qe4V_KFTLzzBW0ItrEta-LATnFvSnNMWW941u_0&s
442,삼치조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeQA2xKdHhmzrCqhegshW89tbAfKDqx7D0He7KsFO4vwAu2OkIPKncpsUDWjo&s
443,상추겉절이,상추겉절이 : 상추에 양념을 넣고 무친 겉절이,0,0,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtMYlxhy2PNYVJiwVNhT29rNPgQxG1mGZGye8sfKkZh7mDRVsdK7NjcDOj1w&s
444,새송이버섯구이,새송이버섯구이 : 송이버섯구이는 원래 송이버섯 그 자체의 향기와 맛을 음미하여 한철만 즐길 수 있는 귀한 요리이다.,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3ZsQAN7udbAeKwn_uPGFcn0juAuqvlfyTvzT8670PJCsApOAjTD2iM5YCBw&s
445,새송이버섯볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpNmq68Zoa208E5cT4Ge2UzgO63ttbyOY75_9kedYMzTSMfA1Y1xchiO6zyQ&s
446,새송이버섯전,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRpXIn8ZBgkysR0nO9dMwxPTnrmMScvHlsDKkWmLbbOmp5Tx8BrTHnm3q1XA&s
447,새싹채소샐러드,NULL,0,0,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKwU7mBQvUpN4xIMP9dIcgOo4GPTxGekAdzevSIY7J8PqaqTIYCdDaCnVqJg&s
448,새우구이,새우구이 : 팬에 굵은 소금을 깔고 깨끗이 씻어 등 쪽의 내장을 빼낸 새우를 얹은 다음 소금으로 새우를 덮은 후 팬의 뚜껑을 닫고 구워 낸 요리로 술안주에 좋다.,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvvlDlzlWMKqoQZ0UQpw_1Sw15yzcMvCUg6WQM0YSIAej6cop4Y0Ph6rNdtg&s
449,새우미역국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsPoYf-9AvBqz1He_9ALSVoSQh5d_B8DgbffS9FRHY7PCPVUy5Azia_qsx3kE&s
450,새우볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmGM5meKgQvu099vsZ6X6rTB2lz04RjwPTKYcJa-qmep3toZNt4Viuaz16-wk&s
451,새우볶음밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSgLn4GHDSsgL_Za7ny2lffsBix5vtS58nkrfglFtkpjPonv-AzPgAXDIkR94&s
452,새우젓두부찌개,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw0phiyBfuSrzf1z-hW5rsQvK_kKgwLqGPPWXBq2HrfD5gq5P03AI7wl9NzA&s
453,새우초밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDk7aHYRQJq69P_QsyoGwB5BP3zgyliFhgB657dCOfTaN1BmZBodWj0o_lWA&s
454,새우탕,새우탕 : 손질한 새우를 갖은 야채와 함께 얼큰하게 끓인 한국의 탕 요리,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQm9cDLTHa8qq6Vbn3u_W0kLYn6lyQvH9ftnoLFgzVJSRUPoav2xuHKTFZvQg&s
455,새우탕수육,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDfUNMpXC4d-NHmhAKRPlPcVoQiz00tFBdxOFTBRvc4bj8ENAxO26NoqzJLpc&s
456,새우튀김,"새우튀김 : 새우 껍질을 까고 밀가루, 달걀, 빵가루를 묻혀서 기름에 튀긴 것이다.",0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA5ojTG7zqFnN1Rw8TYSLFOPfPBGT5p_nWuWvEzoRn7iue6vMCOhaJV75ONvQ&s
457,새우튀김롤,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTllGksj5UyEPbyvax_aWQCjK45mmQnyRCJb2F9RRkolitqfXxev8f7761_LDs&s
458,샐러드김밥,"샐러드김밥 : 김밥 속에 양상추, 파프리카와 새싹채소 등을 넣어 싼 김밥이다.",0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1OrxPa6EI6CoOXjM_6bzZ0qL49cZUThsO3Y9FroDZ3lElCxyPFIQ0RFPYrw&s
459,생선까스,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPrX7-sJcL3b-QHafiLnz9-fA60iC0iqcm1Mweulk8OJ9_y0vhh_Hew48hs7w&s
460,생크림케이크,NULL,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsU4qdEqs1IkzBFUeTH9Ng7EzsQ_gOPdHSdhUE_IV2jc5yfAq8yJAmzOUOvcw&s
461,선지해장국,선짓국 : 선지와 채소를 넣고 끓인 국,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLqAoXUKhOsVuqpR5baa42L6VFaYggwmN19Tif2pyDLz5xxwJS17Gafo9lNg&s
462,선짓국,선짓국 : 선지와 채소를 넣고 끓인 국,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFG0vZJhJGe4nESlcJrf5Lf2KmWwpqbBLJdhZYwpBmlH19dcemU8qqsyOlTw&s
463,설렁탕,"설렁탕 : 소의 여러 부위를 함께 넣고 푹 끓인 국, 또는 그 국에 밥을 만 음식",0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFvSeHuP7jaY_UJ8NnIzboU9AAlKhF8T-yMqOxyIVkgCzqUUR0pN-fZMA_Ow&s
464,소갈비구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpOauVk7RABI0C1NznEhVuws9FTv5Xst187Ugx8oHqPgOgDLUo-DFOT0n7RA&s
465,소갈비찜,"소갈비찜 : 소갈비를 무르게 삶고, 무, 표고버섯, 당근, 밤 등을 넣어 간장 양념을 하여 부드럽게 조려낸다.",0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtxTpyOGIMdWyB97QnoSBzk3QSkedBox4w6Iev-Lu61eudbivqLux6FRlw3w&s
466,해물소갈비찜,"소갈비찜 : 소갈비를 무르게 삶고, 무, 표고버섯, 당근, 밤 등을 넣어 간장 양념을 하여 부드럽게 조려낸다.",0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjD-pds4UvEPt1Q2l4x0CuZWA9F7RHVOmGCS4JoJtxIdf6mq2xvh-ulvBjhQ&s
467,소고기국밥,소고기국밥 : 국밥은 국에 밥을 말아 먹는 음식이다.,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfq7d1VSXvlzacqm5L0Hzak04weOV846sCcrjkE0OJ5VuhrYoCVCnuHTyCPw&s
468,소고기김밥,소고기김밥 : 김밥의 기본 재료에 다진 소고기를 간장양념으로 볶아 함께 싼 김밥으로 맛과 영양이 좋다.,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7PyinNByV106HZqepsJJ6mVINDG4_Y9woO9UFajJOtO0Bu05bg26hyKu8HQ&s
469,소고기메추리알장조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRotB3J5BK5wRfyaFNUnqicJJOLg-AxAJUUve8APMWasUpA3VZcR5040Rfdxg&s
470,소고기무국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEoVtWEwd8nxi6Xroae7PKvShrWMd_U6BrwTUQBELpRPBMwXXS8QUGI-IUPZk&s
471,소고기버섯죽,소고기버섯죽 : 소고기와 버섯을 잘게 썰어 간장으로 밑간을 한 후 먼저 볶다가 불린 쌀과 육수를 넣어 쑨 음식이다.,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNoUMgZ9YJSM-29fh4O72rdwtfAcE4dDpigiJmxMp3qBzc0RJMBCSC7MMCRvY&s
472,버섯소고기볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-gL6VHRDukyXfoO-b6RptDZu0F7aNvo2SZKfZGh2RhckyTn-QoCZyDZ9y4Yo&s
473,소고기산적,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPFmxTXrunFmRpb1a83V1oPQMsZc2HaupIN30g5FbpLV26J7K_Bw92Un71cA&s
474,소고기샤브샤브,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJGgEiD3e5OuonmAT9XfhNpiDkPSCMiAlPHEVnPawAUXftQ5exEWdZJx1nhME&s
475,소고기육개장,"소고기육개장 : 소 양지머리를 푹 삶아 가늘게 찢고, 무, 토란대, 대파 등의 채소를 넣어 매콤하게 끓인 국이다.",0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc9M7VsdcXyCLqERMtDJCblUGLEithwfrzkmCGyLnPmtwXeHWDlz3cwMUq9Q&s
476,소곱창구이,"소곱창구이 : 곱창은 소의 작은창자로, 주로 돌 판에 구워먹는다.",0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrrAbWEKxwozcsn9cgEzXlUxyLok1ynETg5-Vi2VRQwfIooaLjcOJNapjQbQ&s
477,소곱창전골,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStOQAaDYNF9mH-iT9dn7QI1Kr7HQE8-eaypjb-bqThMMcNvnS5PxBncms6AiE&s
478,소내장구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmhMEFrPOF0ekWYi_Zi4eXKsty7SJiiLTTk8Ix4c55CgKGxirL1MSpzxhd8ig&s
479,소머리국밥,"소머리국밥 : 가마솥에 소머리뼈와 사골을 넣고 10시간 이상 국물을 우려낸 다음 다시 소머리고기와 무, 우거지, 토란대 등을 넣고 푹 고아 양념장을 넣어 깍두기나 배추김치를 곁들여 먹는다.",0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyA8iMq2YWozPH5U6RVSRlpeGs9fVber9LW9raVXIR9btQA1Wvkq_uOCkBBQ&s
480,소보로빵,곰보빵 : 빵 표면에 소보로 가루를 묻혀서 오븐에서 구운 달콤한 맛의 일본 빵,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjPMr7rUr5iy0ORPpfVefry8ZCAuNGagZo7v2R9dZm_KIItZf2poKatY0HmA&s
481,소불고기,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRaRySkE-TsfTBNjB_AtN5wl2OlRTcLki4_VvJSsHJ7njx7qujvgaukBbZ6Bro&s
482,소세지볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv7g9S9jv3GwvsTwPY--3n2FjoRDZOCTGszO1mPenYQSLyJaNftpNE-j5sIcA&s
483,소시지볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMB2m4IrifEZ1M7hir5s2a0IeR3RpGZWNNgh1iJIAsru_Z7r9TDBJKhTZ6Yi0&s
484,채소소시지볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUmvEY9l64KDW2akYmSE2BzjgWtVm_nJI0UOQGnJ1iNzJPhHh2WNZb5_vetjE&s
485,소시지튀김,NULL,0,0,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTF9m8zkL-ggUGOFzOuAiFN1yS5zBXYaohcksKE1h2pHDgQgFC9x2wzQxbUsA&s
486,소양념갈비구이,NULL,0,0,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ67Y7MHnmNwCQWqw_glz_EwVb9OzBJy9e4lx4nryh4YSyrlRVtbDvNwcM3aVY&s
487,소탕,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ55Ld59n3oidy7zdfLpbUEJFS-bcN6MFI1_-RecEXasPQ_sL3NkMrbU44nVQ&s
488,송이덮밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT_JdXviZWrTXENSAoZQiQ4xxpj495BuZxIkLt_WzhW1NVqJhSp5_mk_RJB_w&s
489,송편,송편 : 멥쌀가루를 익반죽하여 소를 넣고 반달 모양으로 빚어 솔잎을 깔고 찐 떡,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRhjWl95H78x7kO9E-sjr3iMOJz5xSKFhGzwLw-z6AEbn85KWTiOjk0QSMhm0&s
490,송화다식,송화다식 : 송홧가루를 꿀이나 조청으로 반죽하여 다식판에 박아낸 유밀과,0,0,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVgXTgM9YjM4k350a4DENc8MX8bc9c1u-T0qKvxoatOIwJ7xqGe0S_JGUGu9s&s
491,쇠갈비찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6ilaRwMZwr4e7odPBp2_GbGnrk7CuR-5quyjFH6XnrAcpJBsit_ydbb6A8pg&s
492,쇠고기메추리알장조림,NULL,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRotB3J5BK5wRfyaFNUnqicJJOLg-AxAJUUve8APMWasUpA3VZcR5040Rfdxg&s
493,쇠고기샤브샤브,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3z6e1I3bCo_ayaHsAaV9koc6xBqi4D-9WF8lMnDg3PmsiohLyTb-5BxxKSw&s
494,쇠고기고추장볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShpA0OpVZXaFHa6Cja3dVEyFR6UvSs4H_mZjNKd-JxL4mDOUXs8LaBD9qdvQ&s
495,쇠고기김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7PyinNByV106HZqepsJJ6mVINDG4_Y9woO9UFajJOtO0Bu05bg26hyKu8HQ&s
496,쇠고기된장찌개,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlcXVAAPIv4MBkp8SCdLBOW25lpB038zCrmgghUcOiXZXNHLKsgtP8rJ2kol0&s
497,쇠고기무국,뭇국 : 다시마나 멸치를 우려만든 물에 쇠고기조금과 무를 넣고 끓인 요리,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEoVtWEwd8nxi6Xroae7PKvShrWMd_U6BrwTUQBELpRPBMwXXS8QUGI-IUPZk&s
498,쇠고기미역국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuIH3oCY69BS2vWS9XGcfYlRK8lS1FxlI_wTaASfpFTzX75b2YvFnyuUUtLQ&s
499,쇠고기배추국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROmYd0HGHLstwfgwntdWIdtkcr7UjZ_ZS_-vK7jSTZpJpLCaeusVDYceNbDA&s
500,쇠고기버섯볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNdYrb6HZ1hL3Ns9WECCKK5tUGCcvUJl2HQRwSlEjp61xK6rhrhYdAewAALVc&s
501,쇠고기볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRV21Kgn4iKr_vcw6khw6m6rIC9dVxPaRCazYbcEl4cAAzg_AHWj56eoyXzunE&s
502,쇠고기볶음밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9tmpw63OZ8oL0W6f1Dl4uc_4mnqGhen0I1tfd_KXId7ClORtjpTPEIGJTVA&s
503,쇠고기사태찜,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-4YVocpNblHfZgYpotFLKI0RmkgaNGgCu0bk-aEiHC9SXeinebWrYpMgoQg&s
504,쇠고기수육,NULL,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRxz6Y-suGp4sdQohNa492SdCjt-aehjSCQjNHr-5bFAx-FcbYoDV8luMtow&s
505,쇠고기장조림,쇠고기장조림 : 쇠고기를 잘게 토막내어 간장에 조린 짠 반찬,0,0,19,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOt7iTjh1QksLsAwaxGaLHfZkjEDOUD8rCP33p94LGKVH8EUXkY07_0pLITg&s
506,쇠고기전골,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBt3ALdvCEdMpIcYRaWxtm4Xr8JsYsGoroKr9MpAavkex8M8q5tWGyNCRSm8w&s
507,쇠고기주먹밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrWtap8qOB-SpEFODBaX3bnHmHlx8yuqT6JZ7DD0XU675r1jHv5CAFZ52PQMI&s
508,쇠고기죽,NULL,0,0,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOszO30mgvnHWtCKgf2ZlE0gIVJ7VEuo-3tQYlX5fHWLgwfgr5L7ptjn4HsQ&s
509,쇠고기채소볶음,NULL,0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKEXzxLwbGCiYzxAcUsmOPwOnD_MIylR5JAvZWsPdIchu1sirYvIMD3Fodhuo&s
510,수수밥,NULL,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK2Yi6r9vQvrKh8wkDRtBnhPPAvicVHytm-QjDC_J3URLj1N32BFHh4HFPSA&s
511,수수부꾸미,수수부꾸미 : 수수 가루를 둥글납작하게 빚어 여러 가지 소를 넣고 기름에 지진떡,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwQB9v4kwtSc8wLDMIjj1ubn63KIDXmpjVBfTDOZHegQUzGWE0ivTjxp2duQ0&s
512,수수팥떡,수수팥떡 : 수수가루를 익반죽한 후 끓는 물에 삶아 건져서 붉은 팥고물을 묻힌 떡이다.,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4EwHpUmH1SMzYLxX3K9-iNncZYI8YGdgiZfiC5F7jShX1NSc7C-yl-1gaEw&s
513,수정과,수정과 : 우리나라의 전통 음료 중 하나,0,0,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKOf8-gk_PtDOrxBVwQD55Jkoat15nv5W_RUstK18cEqguWO_5dq_2Mu9FBxI&s
514,수제비,수제비 : 밀가루를 반죽하여 장국에 감자와 함께 적당한 크기로 뜯어 넣어 끓인 음식,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUTj9Q4851694Hd-m03WvMOTWPNyH4PPwxL-4h33VkqGzOkad8JDW_2ZRtXg&s
515,숙주나물,숙주채 : 끓는 물에 살짝 데친 숙주와 미나리 등을 넣어 무친 나물,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtJWnG3AXSB-4wzqTNdIl2UiDxfx4RuLeajt52_UFE5b4Q7003ZBeIm24u-A&s
516,숙주미나리나물,숙주나물 : 숙주를 소금물에 삶아 물기를 뺀 후 양념하여 무친 나물,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSEf5_OEYBeLqCnjvthaBziL7DgFar0M3cNUPG3w_9p4ndDxwZmkw5LWPd2AA&s
517,순대,순대 : 돼지 창자에 여러 재료를 소로 넣어 삶은 음식,0,0,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI31mM4u59D4MdIX7TrM-uw_boWydw8HwXrOQYRQmk3CNWw1ijprsFFggrSA&s
518,순대국,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyw_GhvvX5y9SJnAzOQnUK8bR8FHNqT7AumfDZU_5xt0Vna0AbUeChvDy4-uc&s
519,순대국밥,순대국밥 : 소나 돼지의 창자에 각종 채소와 양념 등을 넣어 만든 순대를 돼지 뼈 육수에 넣어 끓여먹는 국밥 형태의 음식,0,0,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXnzw5qDA2A79JS3qXq3x2UbBCpNK74o6npmVo3T38CatbJ3_FH3B3wA-vFJ8&s
520,순대볶음,"순대볶음 : 순대에 양배추, 양파, 깻잎, 대파 등을 넣어 매콤하게 볶아낸 요리",0,0,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIozEwCrXib4JJ4CZkiZmPGdTYYhboFQTwSImPGGJgo5EEnqFHc4wI0SgL8dU&s
521,순대전골,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRafyrEq_vkWnR2bcISgnPlkP3NBucSE69QMGjWeDTHDDJK-7CAKJjsqt_6-0o&s
522,순댓국,순댓국 : 순대는 돼지 창자에 여러 재료를 소로 넣어 삶은 음식이다.,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbd1bOkaLTs8B9DpYBNZDRvb76ZPnj8sjG_ql42BCWrIwWiGAuJdNfXtpijg&s
523,순두부김치찌개,NULL,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBWdWkBcUcb_aUNuVDi2J6AR6LFvBpBXDhc4DpK5Bz3hMaA8G49emxBAiNzLg&s
524,순두부달걀탕,NULL,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQow-jCG7TGUWlkDGFUH3LsdfkxmrrndKf2bvCheyIMlVLAHXwRXLacQl4EGA&s
525,순두부찌개,순두부찌개 : 순두부를 넣고 양념하여 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrNTcFHwGtiI8bS2Km-thnK6KIBhgj_ea6EWQO0tXLwoamQEnIHGzLW5V3Wg8&s
526,돼지고기순두부찌개,순두부찌개 : 순두부를 넣고 양념하여 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOnIfAC51ZT61nUwVg0QpzMDLxWmzQogJ9p3jpdy7xSQ32W0_kBXejA6Rh0w&s
527,해물순두부찌개,순두부찌개 : 순두부를 넣고 양념하여 끓인 찌개,0,0,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX77YtqckL6bYxJOFv7nbnpLuQ4wD1jAZpPQNR6CfMAtfBUCh3ibe2SmdJBII&s
528,숯불갈비삼각김밥,NULL,0,0,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmEb2Id7f1H_PRLDuaQGTR9qmQkcxKuT8s2nWNrUXEsEPAD1a4JxXTa6VeVg&s
529,스크램블드에그,NULL,0,0,26,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9dzKuAC21qH22TXmR-eBFRpZR0APUn6-kGhNxzYiyGlB2Jl0p9gM5tgBYuA&s
530,미트소스스파게티,스파게티 : 파스타의 한 종류로 나폴리가 원산지인 스파게티는 매우 가는 원통형의 롱 파스타이다.,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_5IDN6LmyiVc7F_gWzhSakbN4KuMA4vjn4VDJRPuroKzdx46z0fVE83BW3UA&s
531,토마토스파게티,스파게티 : 파스타의 한 종류로 나폴리가 원산지인 스파게티는 매우 가는 원통형의 롱 파스타이다.,0,0,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSORO4CVj5IElWMxFuTwd9Sa5lj8NgqVQhBpItRZvMaRstDqFaPBSVHO19rTVA&s
532,시금치나물,NULL,0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRjGZXvR_-RHx_krqXzYoiX5iIxtvWUDE7NbxQYdg4QL6S0szRdK5idy2Elg&s
533,시금치된장국,"시금치된장국 : 소고기나 마른 멸치, 또는 조개를 우린 국물에 된장을 풀고 시금치를 넣어 끓인 국물 요리다.",0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrN9FGviuda3IM0XT3BaHABqDWeG7bAxgW2Ag2EpmwMRIXivrZ_2K5GLe5C5M&s
534,시래기나물,"시래기나물 : 무청 시래기를 삶아 하룻밤 정도 물에 불린 후 국간장, 다진 파ㆍ마늘, 참기름 등의 양념에 무쳐 팬에 볶은 것이다.",0,0,23,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTr3zFIxqd3f1xML-VB-8cChyIPwYaWMAdZfYiWGLxKJkKIbemQTSs3_mgYS-0&s
535,시래기된장국,시래기된장국 : 시래기를 된장으로 무쳐 육수를 넣고 끓인 국이다.,0,0,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShxXltzjDGUnohjc-JQsZ_8yZv4cPrehwN8Luj_7RsA8bwcvUZ-HVIoUogaRs&s
536,시루떡,시루떡 : 쌀을 물에 불려 가루로 만들어 시루에 찌는 떡,0,0,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTElwiN3B52CxRTfmdXW5YcZ3OA5V1Y0I9hG-BSsUqFhjvXJM237zKdG4-WHw&s
537,식빵,식빵 : 사각팬에 구운 설탕 10% 이하의 흰 주식용 빵.,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnWAVxyg_TGzDLVTKOXQHwAkmU251v7D5rtzNSlnavo5mt_QZc9WUvNH_8PHQ&s
538,식빵토스트,NULL,0,0,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqqIugVW541PUvoCZ1y2URK1YvxjnHSykeP_DUEVG4qHDIFHW-f74emWdB-7k&s
539,식혜,식혜 : 우리나라 전통 음료,0,0,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3ftYgQzJTzIC7PUHNxLem1Fbml1HZ-IG-rBpB06PuSmktz5RaQKPI7GxIQNg&s
