food_no,food_class_no,food_name,food_dsc
560,13,쑥된장국,쑥된장국 : 육수에 된장을 풀어 쑥과 함께 끓이는 토장국이다.
561,5,쑥떡,"쑥떡 : 멥쌀에 삶은 쑥을 넣고 빻아 쪄서 치댄 후, 얇게 밀어 볶은 콩가루를 묻힌 떡"
562,5,쑥절편,NULL
563,23,씀바귀나물,"씀바귀나물 : 씀바귀를 데쳐 물에 담가 쓴맛을 없앤 후 양념(고추장, 식초, 다진 파ㆍ마늘, 설탕, 참기름, 깨소금 등)을 넣고 무친 것이다."
564,16,아구찜,아귀찜 : 아귀에 갖은 양념과 야채를 넣어서 찐 요리
565,13,아구탕,NULL
566,15,아귀매운탕,NULL
567,15,아귀지리,NULL
568,16,아귀찜,아귀찜 : 아귀에 갖은 양념과 야채를 넣어서 찐 요리
569,13,아욱된장국,NULL
570,16,안동찜닭,안동찜닭 : 경상북도 안동에서 유래한 음식으로 삶은 닭에 소스 온갖 채소와 양념을 섞어 졸인 요리
571,20,안심돈가스,NULL
572,17,안심스테이크,NULL
573,1,알밥,"알밥 : 날치알을 주재료로 하여 단무지, 오이, 무순 김가루 등을 올려 밥과 함께 비벼먹는 한국음식"
574,15,알탕,알탕 : 명태의 알을 넣고 끓인 매운탕
575,15,해물알탕,알탕 : 명태의 알을 넣고 끓인 매운탕
576,13,애호박된장국,NULL
577,18,애호박볶음,"애호박볶음 : 기름을 두른 팬에 애호박과 다진 마늘, 파, 새우젓을 넣고 볶은 나물이다."
578,26,애호박전,애호박전 : 애호박에 밀가루를 묻혀 기름에 지진 전
579,16,애호박찜,NULL
580,26,야채전,NULL
581,11,약과,약과 : 한국 전래의 과자인 유밀과
582,1,약식,약식 : 찹쌀 고두밥에 여러 재료를 섞어서 시루에 찐 한국 고유 음식
583,27,양념갈치젓,NULL
584,27,양념게장,"양념게장 : 신선한 게를 토막 내어 고춧가루와 파, 마늘 등의 양념으로 무친 매콤한 음식이다."
585,27,양념멸치젓,NULL
586,27,양념새우젓,NULL
587,17,양념왕갈비,NULL
588,17,양념장어구이,양념장어구이 : 장어를 손질하여 고추장 양념을 발라 굽는 음식이다.
589,9,양념치킨,양념치킨 : 적당한 크기로 자른 닭고기를 밑간하여 식용유에 튀겨 간장이나 고추장 등으로 만든 양념에 버무린 음식이다.
590,19,양미리조림,NULL
591,22,양배추샐러드,NULL
592,22,양상추샐러드,NULL
593,18,양송이버섯볶음,NULL
594,3,양송이스프,NULL
595,24,양장피,NULL
596,18,양파볶음,NULL
597,24,양파부추무침,NULL
598,29,양파장아찌,양파장아찌 : 5월경 나오는 햇 양파를 새콤 달콤하게 달인 간장에 담가 먹는 장아찌
599,13,어묵국,어묵국 : 어묵과 무를 넣고 간장으로 간을 해서 끓이는 달큰한 맛이 매력적인 국이다.
600,13,매운어묵국,어묵국 : 어묵과 무를 넣고 간장으로 간을 해서 끓이는 달큰한 맛이 매력적인 국이다.
601,13,어묵국(어묵탕),어묵국 : 어묵과 무를 넣고 간장으로 간을 해서 끓이는 달큰한 맛이 매력적인 국이다.
602,15,어묵김치찌개,NULL
603,18,어묵볶음,어묵볶음 : 어묵과 양파를 간장 양념장에 볶아 먹는 반찬이다.
605,18,채소어묵볶음,어묵볶음 : 어묵과 양파를 간장 양념장에 볶아 먹는 반찬이다.
606,18,어묵잡채,NULL
607,19,어묵조림,NULL
608,18,어묵채소볶음,NULL
609,26,어육소시지전,NULL
610,3,어죽,어죽 : 생선을 푹 고아 그 물에 쌀을 넣어 만든 죽
611,13,어탕,NULL
612,24,얼갈이겉절이,NULL
613,21,얼갈이배추김치,NULL
614,13,얼갈이배추된장국,얼갈이배추 : 늦가을이나 초겨울에 심어 가꾸는 반결구형 배추
615,13,얼갈이배춧국,NULL
616,19,연근조림,"연근조림 : 연근으로 만든 음식으로, 출혈증세와 설사·불안증 해소에 좋은 보양음식"
617,2,연어롤,NULL
618,2,연어초밥,NULL
619,1,연어회덮밥,회덮밥 : 해산물과 갖은 야채를 올린 밥을 초고추장으로 간하여 먹는 덮밥류의 음식
620,13,연포탕,"낙지연포탕 : 다시 물에 낙지를 삶아 썰고 마늘, 쪽파를 넣고 참기름과 깨소금을 뿌려 끓인 탕"
621,24,열무겉절이,NULL
622,21,열무김치,열무김치 : 열무로 담근 김치
623,4,열무김치국수,NULL
624,23,열무나물,NULL
625,23,열무나물된장무침,NULL
626,4,열무냉면,"열무냉면 : 열무를 절여 양파, 쪽파, 고추, 마늘 등과 함께 버무려 밀가루풀을 넣고 국물을 부어 담근 김칫국에 냉면 육수를 붓고 삶아 낸 냉면과 달걀 반쪽을 얹어서 먹는 여름철 별미음식이다."
627,23,열무된장나물,NULL
628,21,열무얼갈이김치,열무얼갈이김치 : 김장김치가 끝나갈 무렵 풋풋한 열무와 고소한 얼갈이배추로 담가 입맛을 산뜻하게 만들어 주는 김치이다.
629,1,영양돌솥밥,"영양돌솥밥 : 돌솥에 멥쌀과 잡곡, 수삼, 표고버섯, 대추 등을 넣어 즉석에서 지은 밥이다."
630,1,오곡밥,오곡밥 : 한국 전통의 찹쌀 ·차조 ·붉은팥 ·찰수수 ·검은콩 등을 섞어 5가지 곡식으로 지은 밥
631,17,오리고기구이,NULL
632,17,오리고기로스,NULL
633,15,오리백숙,"오리백숙 : 솥에 깨끗이 손질한 오리를 담고 물을 부은 뒤 황기, 밤, 인삼, 대추 등을 넣어 푹 끓여낸 보양식이다."
634,18,오리볶음,NULL
635,17,오리불고기,오리불고기 : 한입 크기로 썰어낸 오기고기를 고추장 양념을 해 구워 먹는다.
636,15,오리탕,오리탕 : 오리에 여러가지 야채를 넣어 끓인 탕
637,1,오므라이스,오므라이스 : 야채와 고기를 넣어 만든 볶음밥을 달걀로 감싼 요리
638,18,오삼불고기,오삼불고기 : 오징어와 돼지고기 삼겹살에 고추장 양념을 넣어 볶아먹는 요리
639,21,오이김치,NULL
640,23,오이나물,오이나물 : 오이를 소금에 살짝 절였다가 기름에 볶아먹는 숙채
641,14,오이냉국,오이냉국 : 채 썬 오이를 식초와 소금으로 간을 한 찬 국물에 넣어 만든 산뜻한 맛의 냉국이다.
642,24,오이부추무침,NULL
643,24,오이생채,오이생채 : 오이를 얇게 썰어 식초와 고춧가루를 넣어 만든 생채
644,21,오이소박이,오이소박이 : 오이 속에 소를 넣어 익힌 김치
645,29,오이장아찌,오이장아찌 : 오이를 익혀서 만드는 장아찌
646,29,오이지,오이지 : 오이를 소금에 절인 장아찌
647,24,오이지무침,"오이지무침 : 오이지는 오이를 소금에 절인 장아찌로, 더위에 음식이 상하지 않게 만든 저장식품이다."
648,4,오일소스스파게티,NULL
649,13,오징어국,"오징어국 : 고춧가루를 푼 물에 나박썰기 한 무를 넣고 끓이다가 오징어, 쪽파, 다진 마늘을 넣고 한소끔 끓여 소금으로 간을 한 것이다."
650,1,오징어덮밥,오징어덮밥 : 오징어를 야채와 같이 고추장으로 볶아 밥위에 얹어 먹는 음식
651,24,오징어무침,"오징어무침 : 내장을 제거한 오징어를 반 갈라 사선으로 칼집을 넣은 후 적당한 크기로 썰어 끓는 물에 데쳐서 초고추장 양념(고추장, 설탕, 식초, 다진 파ㆍ마늘ㆍ생강, 깨소금, 참기름)으로 무친 것이다."
652,24,오징어물회,"오징어물회 : 살아있는 오징어를 채 썰어 오이, 양파, 당근, 고추 등과 함께 초고추장으로 양념하고 물을 부어 말아 먹는 음식이다."
653,18,오징어볶음,오징어볶음 : 손질한 오징어에 갖은 채소와 고추장 양념을 넣어 볶은 요리
654,26,오징어산적,NULL
655,16,오징어순대,"오징어순대 : 오징어 몸통에 쇠고기, 숙주나물, 두부 등으로 양념한 소를 넣어 찐 한국요리"
656,27,오징어젓,오징어젓 : 오징어를 소금에 절여 담근 젓갈
657,19,오징어조림,NULL
658,15,오징어찌개,NULL
659,24,오징어채무침,"오징어채무침 : 오징어채를 고추장 양념(고추장, 간장 물엿, 통깨, 참기름)으로 무친 것이다."
660,18,오징어채볶음,오징어채볶음 : 마른 오징어채와 쥐치포채를 고추장 양념에 넣고 볶아서 매운 맛을 낸 마른 찬
661,24,오징어채소무침,NULL
662,19,오징어채조림,NULL
663,20,오징어튀김,오징어튀김 : 먹기 좋은 크기로 자른 오징어에 튀김옷을 입혀 기름에 튀긴 요리
664,17,옥돔구이,옥돔구이 : 옥돔을 숯불에 구워먹는 제주도 향토음식
665,17,옥수수구이,NULL
666,22,옥수수샐러드,NULL
667,13,올갱이국,NULL
668,1,완두콩밥,완두콩밥 : 불린 쌀과 완두콩을 섞어 지은 밥이다.
669,26,완자전,NULL
670,24,우거지나물무침,NULL
671,13,우거지된장국,"우거지된장국 : 삶아서 발라낸 우렁이를 된장을 푼 육수에 넣고 끓이는데, 기호에 따라 시금치나 아욱을 함께 넣어 함께 끓인 국이다."
672,13,우거지해장국,"우거지해장국 : 소의 잡 뼈를 우린 국물에 우거지를 넣어 얼큰하게 끓인 해장국으로, 술 먹은 다음 날 속풀이용으로 많이 먹는다."
673,4,우동,우동 : 부산광역시 해운대구에 있는 동
674,13,우럭매운탕,우럭매운탕 : 손질한 우럭을 적당한 크기로 토막내 매운 양념과 함께 각종 채소를 넣어 얼큰하게 끓인 탕이다.
675,1,우럭회덮밥,회덮밥 : 해산물과 갖은 야채를 올린 밥을 초고추장으로 간하여 먹는 덮밥류의 음식
676,13,우렁된장국,"우렁된장국 : 삶아서 발라낸 우렁이살을 된장을 푼 육수에 넣고 끓이는데, 기호에 따라 시금치나 아욱을 함께 넣어 끓인 국이다."
677,19,우엉조림,"우엉조림 : 데친 우엉에 간장, 설탕, 맛술을 넣고 조린 후 참기름, 물엿, 깨소금을 넣어 버무린 것이다."
678,4,울면,NULL
679,31,월남쌈,고이꾸온 : 생야채와 익힌 새우 등을 넣고 라이스페이퍼로 싸 먹는 베트남 음식
680,11,유과,유과 : 찹쌀가루에 술을 넣고 반죽하여 찐 다음 건조시킨 후 기름에 지져 조청이나 꿀을 입혀 다시 고물을 묻힌 것
681,13,유부국,NULL
682,13,유부된장국,NULL
683,2,유부초밥,유부초밥 : 유부 속에 밥을 넣어 만든 요리
684,18,유산슬,류산슬 : 육류와 해산물을 채썰어 볶은 중국요리
685,1,유산슬덮밥,유산슬덮밥 : 놀면 뭐 하니? 에서 대세로 떠오른 유산슬! 유산슬이 이번에는 유산슬 라면에 도전했는데요.
686,23,유채나물,NULL
687,23,유채나물된장무침,NULL
688,24,유채나물무침,"유채나물무침 : 데친 유채나물을 양념(된장, 참기름, 깨소금, 다진 마늘)으로 무친 것이다."
689,13,육개장,육개장 : 쇠고기를 삶아서 찢어 양념하여 맵게 끓이는 국
690,28,육회,육회 : 연한 쇠고기를 날것으로 갖은양념에 무친 음식
691,1,육회비빔밥,"육회비빔밥 : 밥에 양념한 육회와 갖은 채소를 얹어 고추장, 참기름과 함께 비벼 먹는 음식"
692,1,율무밥,율무밥 : 율무를 섞어 지은 밥
693,5,인절미,인절미 : 찹쌀이나 찹쌀가루를 시루에 쪄서 절구에 찧어 적당한 크기로 잘라 고물을 묻힌 떡
694,13,일본된장국,NULL
695,17,임연수구이,임연수구이 : 손질한 임연수를 반으로 갈라 구워먹는 음식이다.
696,4,자장면,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리"
697,1,자장밥,NULL
698,18,잔멸치견과류볶음,NULL
699,18,잔멸치고추볶음,NULL
700,18,잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬
702,18,땅콩잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬
703,18,꽈리고추잔멸치볶음,잔멸치볶음 : 잔멸치를 조림장에 볶아 만든 마른 찬
704,4,잔치국수,잔치국수 : 삶아 건진 국수사리에 고명을 얹고 멸치장국을 부어 만든 음식
705,1,잡곡밥,잡곡밥 : 잡곡을 섞어 지은 밥
706,18,잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채
707,18,돼지고기잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채
708,18,"잡채,버섯",잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채
709,18,소고기잡채,잡채 : 채소 ·버섯 ·고기 등의 재료를 볶아서 무치는 숙채
710,1,잡채밥,NULL
711,1,잡탕밥,NULL
712,3,잣죽,잣죽 : 잣과 쌀을 함께 갈아서 쑨 죽
713,26,장떡,개성장떡 : 된장이나 고추장에 찹쌀가루와 쇠고기 등을 넣고 버무려 동글납작하게 빚어서 말린 후 찌거나 기름에 지진 떡
714,17,장어고추장구이,NULL
716,17,장어소금구이,장어구이 : 장어에 고추장 양념을 발라 구운 구이요리
717,1,장어덮밥,장어덮밥 : 민물장어를 장국에 재워 구운 뒤 밥에 얹어 먹는 덮밥 류의 요리
718,2,장어초밥,스시 : 식초로 간을 한 밥에 생선을 얇게 저민 것이나 달걀 ·채소 ·김 따위를 섞거나 얹거나 말거나 하는 요리
719,15,장어탕,장어탕 : 장어를 넣어 끓인 탕
720,13,재첩국,재첩국 : 재첩을 넣고 맑게 끓인 국
721,4,쟁반국수,쟁반국수 : 메밀국수와 여러 가지 채소를 쟁반에 담아 양념간장에 곁들여 먹는 막국수의 일종
722,4,쟁반짜장,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리"
723,3,전복죽,전복죽 : 전복과 쌀로 쑨 죽
724,13,전복탕,NULL
725,17,전어구이,전어구이 : 칼집 낸 전어를 석쇠에 구운 것이다.
726,5,절편,절편 : 일차함수의 그래프가 축과 만나는 교점의 좌표
727,1,제육덮밥,제육덮밥 : 얇게 썬 돼지고기와 각종 채소를 고추장 양념에 무쳐서 맵게 볶은 것이 제육볶음이다.
728,18,제육볶음,제육볶음 : 돼지고기 목살을 얇게 저며 잔 칼집을 넣고 생강즙을 충분히 넣은 고추장 양념에 재웠다 볶은 대표적인 고추장 양념 볶음
729,15,조개된장찌개,된장찌개 : 된장을 푼 물에 갖은 재료를 넣어 끓인 찌개
730,13,조갯국,NULL
731,17,조기구이,"조기구이 : 손질한 조기에 칼집을 내고 양념을 바른 뒤, 팬이나 화로에 구워먹는 요리"
732,13,조기매운탕,조기매운탕 : 고추장 양념을 푼물에 무와 조기를 넣고 끓이다가 마지막에 쑥갓을 올려 내는 탕으로 칼칼한 맛이 매력이다.
733,19,조기조림,조기조림 : 조기를 손질한 후에 두세 토막을 내어 갖은 양념으로 약한불에서 끓인 생선조림
734,16,조기찜,"조기찜 : 소금 간한 조기에 다진 마늘, 파채, 고춧가루, 통깨를 얹어 찜통에 찐 것이다."
735,17,조미김,"조미김 : 김을 180~200℃에서 5~30초간 구운김의 양면에 간장, 국물, 미림, 향신료를 배합한 조미액을 sponge roller에 적하하면서 김의 표면에 균일하게 도포하고 물을 제거한 후 가열 건조하여 제조하는 간이법도 있다."
736,16,족발,족발 : 돼지족을 삶아 양념장에 조린 음식
737,18,주꾸미볶음,NULL
738,18,주꾸미채소볶음,NULL
739,1,김치주먹밥,NULL
740,1,참치주먹밥,NULL
741,18,죽순쇠고기볶음,NULL
742,4,중식우동,NULL
743,18,중식잡채,NULL
744,17,쥐포구이,NULL
745,19,쥐포조림,NULL
746,20,쥐포튀김,NULL
747,5,증편,증편 : 멥쌀가루에 막걸리를 넣고 부풀려 찐 떡으로 여름철 떡
748,4,짜장면,"짜장면 : 돼지고기 간것과 양파, 호박, 생강 등을 다져 중국된장과 함께 볶은 양념을 국수에 넣어 비벼 먹는 요리"
749,1,짜장밥,NULL
750,30,짜장소스,NULL
751,4,짬뽕,"짬뽕 : 야채와 돼지고기, 해물 등을 기름에 볶아 닭이나 돼지뼈로 만든 육수를 넣고 끓인 중국식 요리"
752,4,짬뽕라면,NULL
753,1,짬뽕밥,"짬뽕밥 : 짬뽕의 한 종류로서 해산물, 돼지고기, 야채를 넣어 매콤하게 볶은 것을 닭이나 돼지 뼈로 만든 육수를 넣어 끓인 뒤 밥을 말아먹는 한국식 중화요리."
754,4,쫄면,"쫄면 : 오이, 양파, 콩나물 등의 야채를 넣어 매콤한 양념에 비벼먹는 국수"
755,18,쫄볶이,"쫄볶이 : 적당한 크기로 자른 가래떡에 쫄면, 어묵, 채소 등을 넣고 매콤하게 끓여낸 요리."
756,16,찐감자,찌기 : 물을 끓인 수증기로 식품을 익히는 조리법
757,16,찐고구마,NULL
758,6,찐빵,찐빵 : 오븐을 쓰지 않고 증기로 쪄서 만든빵
759,16,찐옥수수,NULL
760,1,차조밥,차조밥 : 불린 쌀에 물을 붓고 센 불에서 한소끔 끓으면 차조를 위에 얹어 지은 밥이다.
761,1,찰밥,"찰밥 : 찹쌀에 팥 삶은 것, 대추 ·밤 등을 섞고 소금기를 가미하여 지은 밥"
762,5,참깨경단,NULL
763,16,참꼬막,꼬막 : 사새목 꼬막조개과의 연체동물
764,23,참나물,참나물 : 채소 중 베타카로틴이 풍부한 참나물은 특유의 향을 가지고 있는 산채나물로 대표적인 알카리성 식품입니다.
765,24,참나물겉절이,NULL
766,24,참나물무침,참나물무침 : 소금물에 살짝 데쳐서 간장 양념에 무쳐먹는 숙채
767,18,참치김치볶음,NULL
768,10,참치샌드위치,NULL
769,2,참치김밥,참치김밥 : 김밥의 기본 재료에 마요네즈에 버무린 참치를 함께 넣어 싼다.
770,15,참치김치찌개,"참치김치찌개 : 냄비에 기름을 두르고 신 김치와 마늘을 볶다 육수를 넣고 김치가 무르면 통조림 참치와 두부, 대파, 고추, 고춧가루 등을 넣어 마무리 한다."
771,1,참치덮밥,NULL
772,2,참치마요네즈삼각김밥,NULL
773,2,참치마요삼각김밥,NULL
774,1,참치볶음밥,NULL
776,22,참치샐러드,NULL
777,26,참치완자전,NULL
778,3,참치죽,"참치죽 : 참기름을 두른 팬에 잘게 다진 양파와 당근, 애호박을 볶다가 불린 쌀을 넣어 푹 끓인 후 마지막에 기름을 뺀 참치를 넣어 쑨 음식이다."
779,1,참치회덮밥,"참치회덮밥 : 저칼로리, 고단백 식품으로 레시틴 성분이 많아 뇌 발달과 집중력 향상에 도움을 주며, 혈압과 콜레스테롤을 낮춰 성인병 및 치매 예방에도 효과적이다."
780,6,찹쌀도넛,찹쌀도넛 : 밀가루와 찹쌀가루를 주재료로 한 반죽을 기름에 튀긴 빵
781,5,찹쌀떡,NULL
782,2,채소김밥,NULL
783,5,채소떡볶이,NULL
784,1,채소볶음밥,NULL
785,10,채소샌드위치,NULL
786,22,채소샐러드,NULL
787,26,채소전,NULL
788,3,채소죽,NULL
789,20,채소튀김,NULL
790,23,청경채나물,NULL
791,15,청국장찌개,"청국장찌개 : 청국장찌개는 '청나라에서 전래된 장'이라는 뜻에서 청국장, '전시(戰時)에 부식으로 시급히 필요할 때 단시간에 제조할 수 있다' 하여 전국장으로도 불린다."
792,24,청포묵무침,"청포묵무침 : 녹두 전분으로 만든 청포묵에 고기볶음과 데친 미나리, 구운 김 등을 섞어 만든 묵무침으로, 탕평채라고도 부른다."
793,13,초당순두부,초당순두부 : 콩물이 몽글몽글하게 응고되었을때 물기를 빼지 않고 그대로 먹는 것이 순두부다.
794,6,초코소라빵,NULL
795,6,초콜릿케이크,NULL
796,21,총각김치,총각김치 : 총각김치는 어리고 단단한 무를 거친 고춧가루로 양념을 빡빡하게 버무려 담근다.
797,13,추어탕,추어탕 : 미꾸라지를 넣고 얼큰하게 끓인 국
798,2,충무김밥,충무김밥 : 경상남도 충무에서 시작된 밥과 반찬을 따로 먹는 김밥
799,23,취나물,취나물 : 전국의 산에서 자생하는 산채로 맛과 향이 뛰어나 널리 사랑받는 취나물은 봄에 뜯어 나물이나 쌈을 싸먹으면 독특한 향취가 미각을 자극합니다.
800,24,취나물된장무침,NULL
801,6,츄러스,추로스 : 밀가루 반죽을 막대 모양으로 만들어 기름에 튀겨낸 에스파냐의 전통요리
802,2,치즈김밥,치즈김밥 : 김밥의 기본 재료에 체다 치즈나 크림 치즈 등을 넣어 싸는 김밥이다.
803,20,치즈돈가스,NULL
804,4,치즈라면,NULL
805,6,치즈케이크,"치즈케이크 : 치즈와 우유, 설탕, 거품낸 달걀 등을 섞어 만든 케이크"
806,8,치즈피자,NULL
807,24,치커리겉절이,NULL
808,9,치킨까스,NULL
809,9,치킨너겟,NULL
810,17,치킨데리야끼,NULL
811,29,치킨무,치킨무 : 치킨무 는 치킨과 함께 먹는 무 절임이다.
812,7,치킨버거,NULL
813,1,카레라이스,카레라이스 : 카레 가루를 넣은 서양식 밥종류
814,30,카레소스,NULL
815,6,카스텔라,카스텔라 : 거품을 낸 달걀에 밀가루 ·설탕 등을 버무려 구운 양과자
816,4,칼국수,칼국수 : 밀가루 반죽을 방망이로 얇게 밀어 칼로 가늘게 썰어서 장국과 함께 끓인 더운 국수
818,2,캘리포니아롤,"캘리포니아롤 : 미국 캘리포니아에서 개발된 생선, 야채, 과일 등 다양한 재료를 사용하는 초밥"
819,19,코다리조림,"코다리조림 : 코다리는 명태를 반 건조한 것으로 간장, 고춧가루, 마늘 등으로 만든 양념장을 넣고 조린다."
821,16,코다리찜,코다리찜 : 명태를 반 건조한 것이 코다리다.
822,8,콤비네이션피자,NULL
823,4,콩국수,깨국수 : 볶은 흰깨에 식힌 닭국물을 부어 만든 깻국에 밀국수를 넣은 음식
824,23,콩나물,콩나물 : 과음한 다음 날이면 생각나는 시원한 해장국.
825,24,콩나물고춧가루무침,NULL
826,13,콩나물국,NULL
827,1,콩나물국밥,콩나물국밥 : 콩나물국에 밥을 넣고 새우젓으로 간을 한 뒤 고명을 얹은 전라도 지방의 해장국밥
828,13,콩나물된장국,NULL
829,15,콩나물된장찌개,NULL
830,24,콩나물무침,콩나물무침 : 콩나물을 삶아 갖은 양념에 무쳐 먹는 숙채
831,24,매운콩나물무침,콩나물무침 : 콩나물을 삶아 갖은 양념에 무쳐 먹는 숙채
833,1,콩나물밥,콩나물밥 : 콩나물을 넣어 지은 밥
835,18,콩나물잡채,콩나물잡채 : 삶은 콩나물에 쇠고기와 당면을 넣고 무치는 전라북도 지역의 향토음식
836,15,콩비지찌개,비지찌개 : 콩을 갈아 그것을 주재료로 끓인 찌개
837,19,콩조림,"콩조림 : 검은콩을 불려 끓이다가 간장, 맛술, 설탕, 물엿, 식용유를 넣고 조려 참기름, 통깨를 넣어 버무린 것"
838,6,크로아상,크루아상 : 밀가루와 버터로 반죽을 빚어 켜켜이 층을 낸 초승달 모양의 빵
839,4,크림소스스파게티,NULL
840,17,키조개구이,NULL
841,13,탕국,NULL
842,20,탕수육,탕수육 : 고기튀김에 달고 새큼하게 끓인 녹말채소 소스를 끼얹은 중국요리
843,24,탕평채,탕평채 : 초나물에 녹두묵을 썰어 넣고 섞은 음식
844,13,토란국,토란국 : 토란으로 끓인 국
845,23,토란대나물,토란대나물 : 데친 토란대를 양념하여 볶은 것이다.
846,4,토마토소스스파게티,NULL
847,23,톳나물,톳나물 : 끓는 물에 살짝 데친 톳을 양념장에 무쳐 먹는 요리
848,24,톳나물무침,톳나물 : 끓는 물에 살짝 데친 톳을 양념장에 무쳐 먹는 요리
849,24,톳나물초무침,톳나물 : 끓는 물에 살짝 데친 톳을 양념장에 무쳐 먹는 요리
850,21,파김치,파김치 : 파를 주재료로 하여 여러가지를 섞어서 만든 김치
851,24,파래무침,"파래무침 : 손질해 물기를 뺀 파래와 송송 썬 풋고추ㆍ붉은 고추에 양념(간장, 식초, 고춧가루, 다진 마늘, 깨소금)을 넣어 무친 것이다."
852,24,파래무침(파래만),"파래무침 : 손질해 물기를 뺀 파래와 송송 썬 풋고추ㆍ붉은 고추에 양념(간장, 식초, 고춧가루, 다진 마늘, 깨소금)을 넣어 무친 것이다."
853,24,"파래무침,무","파래무침 : 손질해 물기를 뺀 파래와 송송 썬 풋고추ㆍ붉은 고추에 양념(간장, 식초, 고춧가루, 다진 마늘, 깨소금)을 넣어 무친 것이다."
855,18,파래볶음,NULL
856,26,파래전,파래전 : 깨끗하게 씻은 파래를 밀가루 반죽에 섞고 소금으로 간을 해서 부친 전이다.
857,24,파무침,"파무침 : 대파를 채쳐서 간장, 고춧가루, 마늘, 참기름 등을 넣어 무친 것으로, 구운 고기와 함께 많이 먹는다."
858,26,파전,파전 : 밀가루 갠 것에 파를 넣고 기름에 지진 전
859,26,해물파전,파전 : 밀가루 갠 것에 파를 넣고 기름에 지진 전
860,18,팔보채,NULL
861,1,팥밥,팥밥 : 쌀에 팥을 섞어서 지은 밥
862,12,팥빙수,팥빙수 : 얼음을 갈아 삶은 팥을 넣어 만든 빙과류
863,3,팥죽,팥죽 : 팥을 삶아 으깨어 거른 물에 쌀을 넣고 쑨 죽
864,5,팥찹쌀떡,NULL
865,6,페이스트리,페이스트리 : 밀가루 반죽 사이에 유지를 넣어 결을 내 구운 빵
866,8,페퍼로니피자,NULL
867,8,포테이토피자,NULL
868,17,표고버섯구이,NULL
869,18,표고버섯볶음,표고버섯볶음 : 말린 표고버섯을 부드럽게 불려서 양념하여 볶은 음식이다.
870,1,표고버섯볶음밥,NULL
871,26,표고버섯전,NULL
872,24,풋고추된장무침,NULL
873,18,풋고추멸치볶음,NULL
874,16,풋고추찜,풋고추찜 : 밀가루에 소금을 넣고 풋고추를 넣어 고루 묻힌 다음 찜통에 젖은 베보자기를 깔고 풋고추를 고루 펴서 찐 것
875,24,풋마늘무침,NULL
876,6,피자빵,NULL
877,24,피조개무침,NULL
878,1,하이라이스,NULL
879,16,한방오리백숙,"한방오리백숙 : 손질한 오리를 황기, 인삼, 마늘 등의 한약재와 함께 푹 끓인 백숙 요리이다."
880,17,함박스테이크,NULL
881,26,해물김치전,해물김치 : 무에 각종 해물을 넣어 만든 김치
882,1,해물덮밥,NULL
883,13,해물된장국,NULL
884,15,해물매운탕,NULL
885,18,해물볶음,NULL
886,1,해물볶음밥,NULL
887,26,해물완자전,NULL
888,16,해물찜,"해물찜 : 오징어, 새우, 백합, 홍합 등 여러가지 해물을 넣은 찜"
889,4,해물칼국수,해물칼국수 : 바지락조개를 삶아 만든 육수에 해산물을 넣고 끓인 칼국수
890,16,해물콩나물찜,NULL
891,4,해물크림소스스파게티,NULL
892,13,해물탕,해물탕 : 각종 해산물에 고추장 양념으로 국물맛을 낸 음식
893,4,해물토마토소스스파게티,NULL
895,24,해초무침,NULL
896,24,해파리냉채,"해파리냉채 : 데친 해파리에 배, 오이채, 겨자, 마늘, 식초를 버무려 만든다."
897,17,햄구이,NULL
898,15,햄김치찌개,NULL
899,7,햄버거,햄버거 : 서양 요리의 하나.
900,17,햄버그스테이크,NULL
901,26,햄부침,NULL
902,10,햄샌드위치,NULL
903,26,햄전,NULL
904,18,햄채소볶음,NULL
905,10,햄치즈샌드위치,"햄 치즈 샌드위치 만드는 법 : 두 쪽의 빵사이에 햄, 치즈, 아채등을 끼워서 먹는 음식의 조리법"
906,1,현미밥,"현미 : 수확한 벼를 건조, 탈곡한 후 고무 롤러로 된 기계로 왕겨를 벗긴 쌀"
907,1,"현미밥,쌀","현미 : 수확한 벼를 건조, 탈곡한 후 고무 롤러로 된 기계로 왕겨를 벗긴 쌀"
908,6,호떡,NULL
909,15,호박고추장찌개,NULL
910,18,호박볶음,NULL
911,26,호박부침개,NULL
912,13,호박잎된장국,NULL
913,26,호박전,NULL
914,3,호박죽,호박죽 : 호박으로 끓인 죽
915,15,호박찌개,NULL
916,24,홍어무침,NULL
917,16,홍어찜,홍어찜 : 찐 홍어에 양념장을 끼얹어 먹는 요리
918,13,홍합무국,NULL
920,26,화양적,화양적 : 쇠고기와 도라지· 표고·달걀 등을 익혀서 꼬치에 꿴 누름적
